label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.7823716998100281,0.5849550366401672,-3.8386400547096855e-07,0.724044144153595,0.5697426795959473,-0.02512958273291588,0.6786065101623535,0.49826580286026,-0.03328383341431618,0.6552709937095642,0.41752931475639343,-0.04150077700614929,0.6556362509727478,0.35661450028419495,-0.04121866077184677,0.68507319688797,0.3936583399772644,0.012153602205216885,0.6731518507003784,0.31874915957450867,-0.014276890084147453,0.6843389272689819,0.3707088828086853,-0.02710753120481968,0.6933512091636658,0.41018199920654297,-0.029265569522976875,0.7188732624053955,0.377878338098526,0.01602231152355671,0.7084006667137146,0.3016449809074402,-0.008833094500005245,0.7170076966285706,0.370337575674057,-0.012677947990596294,0.7217400074005127,0.4022851288318634,-0.005963779985904694,0.7532757520675659,0.3737034499645233,0.012478681281208992,0.7484025955200195,0.2972983121871948,-0.012049044482409954,0.7505784630775452,0.3578171133995056,-0.00329847470857203,0.7535566687583923,0.3942241370677948,0.011925569735467434,0.7893198132514954,0.37878167629241943,0.005919639952480793,0.7854597568511963,0.3183806836605072,-0.0077132065780460835,0.7803064584732056,0.353566974401474,-0.0009718704386614263,0.780107855796814,0.3848502039909363,0.01035166997462511
A,0.7851825952529907,0.5858972072601318,-3.763872484796593e-07,0.724960446357727,0.5659128427505493,-0.024602029472589493,0.6789440512657166,0.4970075488090515,-0.03279805928468704,0.6550407409667969,0.4152541160583496,-0.04140729084610939,0.656748354434967,0.35313180088996887,-0.041412144899368286,0.6850354075431824,0.3930736482143402,0.01707405410706997,0.6725002527236938,0.31907740235328674,-0.009959056973457336,0.6838734745979309,0.3692229390144348,-0.0238687451928854,0.6929014921188354,0.40840357542037964,-0.026519952341914177,0.7191756367683411,0.37751880288124084,0.02114230766892433,0.7077757716178894,0.3016868531703949,-0.003554894123226404,0.716907262802124,0.371217280626297,-0.007502997759729624,0.7211064696311951,0.4016629755496979,-0.0007866767700761557,0.7531658411026001,0.3740324079990387,0.017360452562570572,0.7479962110519409,0.29706183075904846,-0.006917292717844248,0.7502150535583496,0.3571881353855133,0.0023283781483769417,0.7533184289932251,0.39322584867477417,0.0179758220911026,0.7896819710731506,0.3808017373085022,0.010546296834945679,0.7842261791229248,0.31993821263313293,-0.0017434549517929554,0.7790830731391907,0.35508406162261963,0.005894106812775135,0.7798052430152893,0.3857279419898987,0.017709333449602127
A,0.7824106216430664,0.5762746334075928,-3.75624324533419e-07,0.7247825860977173,0.5616135001182556,-0.026818886399269104,0.6776118874549866,0.4902598261833191,-0.03530436009168625,0.6551100015640259,0.4091305732727051,-0.04372745007276535,0.6573002934455872,0.34658706188201904,-0.04345404729247093,0.6870209574699402,0.38572877645492554,0.014067897573113441,0.6760739684104919,0.3125807046890259,-0.012165720574557781,0.6861025094985962,0.36542749404907227,-0.024839842692017555,0.6935191750526428,0.40246039628982544,-0.026942763477563858,0.7211809754371643,0.3722722828388214,0.01856968365609646,0.7108877897262573,0.29845941066741943,-0.0061980439350008965,0.717985987663269,0.3670140206813812,-0.01034973468631506,0.7220319509506226,0.39662760496139526,-0.003850144101306796,0.7554554343223572,0.37005168199539185,0.01520953606814146,0.7502712607383728,0.29444700479507446,-0.009630625136196613,0.7513490915298462,0.3554624915122986,-0.0012519070878624916,0.7538948655128479,0.39061233401298523,0.013726753182709217,0.7910674810409546,0.37622499465942383,0.008733025752007961,0.7858128547668457,0.3163699507713318,-0.0044675590470433235,0.7794969081878662,0.35085564851760864,0.002274550963193178,0.7794410586357117,0.3798756003379822,0.013413630425930023
A,0.7824915647506714,0.5825987458229065,-3.982606529007171e-07,0.7230634093284607,0.5651143789291382,-0.024564314633607864,0.6775606870651245,0.49299466609954834,-0.0331059992313385,0.655287504196167,0.4090881943702698,-0.0421297587454319,0.6574258804321289,0.34622567892074585,-0.04246308654546738,0.6838158965110779,0.3917255401611328,0.011334147304296494,0.6732546091079712,0.3145027458667755,-0.013711689040064812,0.6857213973999023,0.3657095432281494,-0.02439836598932743,0.6926003694534302,0.4091241657733917,-0.024836121127009392,0.7180920243263245,0.3763710856437683,0.015320696868002415,0.7072544693946838,0.3000746965408325,-0.007900010794401169,0.7185302972793579,0.3664870858192444,-0.011152238585054874,0.7222527265548706,0.40082743763923645,-0.0044598812237381935,0.7529425024986267,0.3726063370704651,0.012150505557656288,0.7471792697906494,0.29177790880203247,-0.011165652424097061,0.7524685859680176,0.34799087047576904,-0.00346561660990119,0.75447678565979,0.38797372579574585,0.010886121541261673,0.7884287238121033,0.3776642978191376,0.006132171489298344,0.7848942875862122,0.31235092878341675,-0.00788260716944933,0.7832973599433899,0.3405616879463196,-0.003004221012815833,0.7826148867607117,0.37240785360336304,0.007178062107414007
A,0.7798267602920532,0.5802114605903625,-3.956991747600114e-07,0.7217358946800232,0.5655995607376099,-0.025302095338702202,0.676861047744751,0.49231523275375366,-0.033863868564367294,0.6541287302970886,0.40899336338043213,-0.04266222193837166,0.6559085249900818,0.3468165397644043,-0.042752381414175034,0.6825613379478455,0.3897726237773895,0.009974321350455284,0.6726129055023193,0.3104512095451355,-0.016154101118445396,0.6837197542190552,0.3617410957813263,-0.02706857956945896,0.689720630645752,0.40240833163261414,-0.027535375207662582,0.7168370485305786,0.37499895691871643,0.01422296091914177,0.7070665955543518,0.297530859708786,-0.009571542963385582,0.7174399495124817,0.3665279150009155,-0.011309525929391384,0.7209761738777161,0.39709538221359253,-0.0032648881897330284,0.7520847916603088,0.3711581528186798,0.011050201021134853,0.7478446364402771,0.2905779480934143,-0.01257907785475254,0.7514146566390991,0.3491384983062744,-0.002862313762307167,0.7526025772094727,0.3846527338027954,0.012843027710914612,0.7877399921417236,0.3758058547973633,0.004916159436106682,0.7844974994659424,0.31187087297439575,-0.008211654610931873,0.7815243601799011,0.34443041682243347,-0.0015021030558273196,0.7807707786560059,0.37478384375572205,0.009793752804398537
A,0.7807597517967224,0.5816652774810791,-3.79841054609642e-07,0.7217820882797241,0.5655062198638916,-0.025957686826586723,0.676870584487915,0.49272236227989197,-0.035019636154174805,0.6529227495193481,0.40885236859321594,-0.04392837733030319,0.6530537009239197,0.34584102034568787,-0.04403534159064293,0.6816824674606323,0.390249103307724,0.007460006047040224,0.6717437505722046,0.31090396642684937,-0.017621226608753204,0.6834923624992371,0.3610226511955261,-0.027786463499069214,0.6897109150886536,0.40455517172813416,-0.027826257050037384,0.7161049246788025,0.3755163848400116,0.012571004219353199,0.7060970664024353,0.2970544695854187,-0.010492668487131596,0.7165902256965637,0.36413344740867615,-0.013241332955658436,0.7202358245849609,0.39866846799850464,-0.006328979507088661,0.7509695887565613,0.372609406709671,0.01070563867688179,0.7460115551948547,0.29110291600227356,-0.012306731194257736,0.7497860789299011,0.34680256247520447,-0.004413784947246313,0.7512865662574768,0.3857976794242859,0.009815007448196411,0.7863814830780029,0.378587007522583,0.005992433987557888,0.7830958962440491,0.31366607546806335,-0.007642952259629965,0.7811939716339111,0.3399457335472107,-0.0027526705525815487,0.7801339626312256,0.36962172389030457,0.007220979314297438
A,0.7798699140548706,0.5762057304382324,-3.8225493881327566e-07,0.720634937286377,0.5626499056816101,-0.024506380781531334,0.6734226942062378,0.4910900592803955,-0.03195672482252121,0.6492942571640015,0.4104135036468506,-0.03944949805736542,0.6522572040557861,0.34990429878234863,-0.03871317207813263,0.6834806799888611,0.38412240147590637,0.013731291517615318,0.6720009446144104,0.3119834065437317,-0.011210699565708637,0.6815934181213379,0.36389222741127014,-0.02416873723268509,0.6902622580528259,0.40474602580070496,-0.026981966570019722,0.717255711555481,0.3688845634460449,0.01752208173274994,0.7069945931434631,0.2960711419582367,-0.005341953132301569,0.7131162881851196,0.363498330116272,-0.009019958786666393,0.7182195782661438,0.39691659808158875,-0.002877831691876054,0.7514876127243042,0.3655678629875183,0.013919737190008163,0.7462965250015259,0.2918424606323242,-0.009132890030741692,0.7467426657676697,0.35098397731781006,-0.0004125915584154427,0.7505567669868469,0.38729268312454224,0.014105751179158688,0.7875299453735352,0.3717690408229828,0.0073322937823832035,0.7820678949356079,0.314541220664978,-0.005591012071818113,0.7761033177375793,0.3497781753540039,0.0013471265556290746,0.7769775390625,0.3808480501174927,0.012430463917553425
A,0.7759525775909424,0.5786764621734619,-3.810327484643494e-07,0.7165355682373047,0.5626986026763916,-0.022432200610637665,0.6713674664497375,0.48903387784957886,-0.028608424589037895,0.6498204469680786,0.4080151915550232,-0.035174570977687836,0.6499315500259399,0.347356915473938,-0.033427003771066666,0.6787801384925842,0.3866993188858032,0.013605957850813866,0.6691544055938721,0.31197768449783325,-0.008888758718967438,0.6799682974815369,0.36043381690979004,-0.01910254918038845,0.686250627040863,0.39990663528442383,-0.02021089196205139,0.7133375406265259,0.3721705675125122,0.01659301482141018,0.7037611603736877,0.2958889305591583,-0.004912796430289745,0.7123480439186096,0.3617328107357025,-0.007806910201907158,0.7156131863594055,0.3952783942222595,-0.0012331665493547916,0.7479824423789978,0.36966708302497864,0.012786397710442543,0.7434400320053101,0.2917807996273041,-0.00906340777873993,0.7460222840309143,0.3482586741447449,-0.0003626910038292408,0.7476338148117065,0.3856722414493561,0.014051095582544804,0.7838317155838013,0.37635356187820435,0.0062643722631037235,0.7798970341682434,0.3155195713043213,-0.006261900532990694,0.7757807374000549,0.34508198499679565,0.00021105875202920288,0.77481609582901,0.37427809834480286,0.010969187133014202
A,0.7757853269577026,0.5785030722618103,-3.8388503753594705e-07,0.7140296101570129,0.5591291189193726,-0.020887885242700577,0.6669777035713196,0.48860934376716614,-0.026293693110346794,0.6445585489273071,0.4080061912536621,-0.032245565205812454,0.6469905972480774,0.3483748435974121,-0.03020367957651615,0.6760737895965576,0.38578036427497864,0.017560796812176704,0.6693564653396606,0.31039708852767944,-0.004344649612903595,0.678421139717102,0.362484335899353,-0.015094882808625698,0.6842543482780457,0.40071550011634827,-0.016940683126449585,0.7111750841140747,0.3712170422077179,0.019884277135133743,0.7044259309768677,0.2938104271888733,-0.0014467693399637938,0.7104988098144531,0.3610523045063019,-0.0051549687050282955,0.7134804725646973,0.3930158317089081,0.0005305554368533194,0.7464770078659058,0.3681991994380951,0.015376094728708267,0.7441408038139343,0.2920106053352356,-0.006310143042355776,0.7449800372123718,0.3517531156539917,0.002793114399537444,0.746335506439209,0.38714599609375,0.01714499108493328,0.7828001379966736,0.37435823678970337,0.0082391407340765,0.7796722650527954,0.314164400100708,-0.002509110141545534,0.7742964029312134,0.3507801294326782,0.005944911856204271,0.773808479309082,0.3813183307647705,0.017412593588232994
A,0.771083414554596,0.5758495330810547,-3.785216620144638e-07,0.7109495997428894,0.5588086247444153,-0.022025924175977707,0.6647278070449829,0.4880717396736145,-0.028902890160679817,0.6424016952514648,0.4094849228858948,-0.03621227294206619,0.6449876427650452,0.34952184557914734,-0.035637058317661285,0.6742601990699768,0.38308975100517273,0.012832749634981155,0.6672248244285583,0.3086276650428772,-0.010829843580722809,0.6758895516395569,0.35947632789611816,-0.022485166788101196,0.6814562678337097,0.39897775650024414,-0.02455844171345234,0.7089178562164307,0.36915916204452515,0.015254787169396877,0.7024238705635071,0.2931861877441406,-0.007177634164690971,0.7080907821655273,0.3605239987373352,-0.011070516891777515,0.7115759253501892,0.39440208673477173,-0.005325574893504381,0.7444138526916504,0.36609628796577454,0.010951266624033451,0.7417278289794922,0.28996288776397705,-0.011222883127629757,0.7422674894332886,0.3488577604293823,-0.0025672370102256536,0.7441921830177307,0.3857344388961792,0.011616583913564682,0.7804831266403198,0.3719450831413269,0.003973228856921196,0.7774356603622437,0.3118439018726349,-0.007796706631779671,0.771696925163269,0.3462905287742615,-0.00016365681949537247,0.7710336446762085,0.3775060474872589,0.011066596023738384
